timestamp,datetime,ax,ay,az,gx,gy,gz,spo2,finger_detected
1759741567.864,2025-10-06 10:06:07.864,0.0649,-0.0549,0.8787,1.9313,-0.9389,-8.3969,,True
1759741567.995,2025-10-06 10:06:07.995,0.0647,0.0295,0.8772,2.7557,0.8015,-4.8397,,True
1759741568.127,2025-10-06 10:06:08.126,0.1211,0.0037,0.8611,5.0382,-13.5649,2.1603,,True
1759741568.259,2025-10-06 10:06:08.259,0.0613,0.01,0.8691,2.084,-1.5191,-2.9924,,True
1759741568.398,2025-10-06 10:06:08.398,0.0579,-0.022,0.8796,3.2137,-0.5496,2.2977,,True
1759741568.53,2025-10-06 10:06:08.529,0.0781,0.0261,0.8611,1.7099,4.1527,-12.1221,,True
1759741568.662,2025-10-06 10:06:08.662,0.0815,0.0181,0.8774,1.9008,-0.6489,-4.8626,,True
1759741568.802,2025-10-06 10:06:08.801,0.0537,-0.0007,0.884,2.5802,-0.8321,-2.8855,,True
1759741568.933,2025-10-06 10:06:08.933,0.0481,-0.0066,0.8848,2.626,-1.1298,-1.9466,,True
1759741569.065,2025-10-06 10:06:09.064,0.0718,-0.0286,0.8738,2.5573,1.0763,-8.0153,,True
1759741569.197,2025-10-06 10:06:09.197,0.0876,-0.0063,0.8811,2.5038,0.6489,-0.2824,,True
1759741569.329,2025-10-06 10:06:09.328,0.0396,0.0374,0.8796,2.1527,1.5954,-4.0763,,True
1759741569.46,2025-10-06 10:06:09.460,0.0447,0.0178,0.8809,2.1145,-1.5115,-4.8702,,True
1759741569.591,2025-10-06 10:06:09.591,0.0708,-0.0369,0.8733,2.313,-0.5267,-8.7939,,True
1759741569.722,2025-10-06 10:06:09.722,0.0701,-0.0032,0.8765,2.5954,-1.2061,-2.6107,,True
1759741569.854,2025-10-06 10:06:09.853,0.0811,-0.0242,0.8743,1.5573,0.2137,-11.1985,,True
1759741570.003,2025-10-06 10:06:10.003,0.0654,-0.0015,0.8828,2.7863,0.1908,1.1527,,True
1759741570.135,2025-10-06 10:06:10.135,0.071,0.0061,0.8738,2.5344,-1.0229,-1.458,,True
1759741570.275,2025-10-06 10:06:10.274,0.032,-0.0027,0.8669,3.229,-0.2366,5.9084,,True
1759741570.406,2025-10-06 10:06:10.406,0.0732,-0.009,0.8716,2.1145,0.0153,-7.3511,,True
1759741570.538,2025-10-06 10:06:10.538,0.0654,-0.0127,0.8689,2.6183,0.0534,-3.771,,True
1759741570.677,2025-10-06 10:06:10.677,0.0698,-0.0063,0.8804,2.7405,-3.0763,-2.6336,,True
1759741570.809,2025-10-06 10:06:10.809,0.0701,-0.0093,0.8889,1.8321,0.2214,-4.5954,,True
1759741570.941,2025-10-06 10:06:10.941,0.0513,0.019,0.8647,2.7023,-0.1985,-0.9695,,True
1759741571.08,2025-10-06 10:06:11.080,0.0933,-0.0005,0.8774,2.1679,3.9389,2.0916,,True
1759741571.212,2025-10-06 10:06:11.211,0.0588,-0.0051,0.887,2.4351,-0.9542,2.9084,,True
1759741571.351,2025-10-06 10:06:11.351,0.0764,-0.0022,0.8909,2.4351,-0.4275,-4.6947,,True
1759741571.483,2025-10-06 10:06:11.482,0.04,-0.0122,0.8816,2.5496,0.1527,0.4733,,True
1759741571.615,2025-10-06 10:06:11.614,0.0742,-0.0366,0.8777,2.1069,2.2748,-2.4885,,True
1759741571.754,2025-10-06 10:06:11.753,0.0698,-0.0056,0.8767,2.2901,1.0916,-2.6183,,True
1759741571.886,2025-10-06 10:06:11.885,0.0686,-0.0059,0.8752,2.2366,1.145,-2.7328,,True
1759741572.026,2025-10-06 10:06:12.026,0.0681,-0.0098,0.8806,2.5038,-0.6336,-2.7939,,True
1759741572.165,2025-10-06 10:06:12.165,0.0706,-0.0046,0.8789,2.4809,-1.1069,-2.7252,,True
1759741572.297,2025-10-06 10:06:12.296,0.0742,-0.0027,0.8733,1.9542,2.4733,-2.5954,,True
1759741572.436,2025-10-06 10:06:12.435,0.062,-0.0066,0.8755,1.8931,2.3664,-2.5878,,True
1759741572.567,2025-10-06 10:06:12.567,0.0645,-0.0088,0.876,2.6489,-2.1145,-2.8092,,True
1759741572.7,2025-10-06 10:06:12.699,0.0586,-0.0073,0.8772,2.5649,-1.2748,-2.6489,,True
1759741572.839,2025-10-06 10:06:12.838,0.0649,-0.0056,0.8794,2.3969,-0.771,-2.2443,,True
1759741572.971,2025-10-06 10:06:12.970,0.0647,-0.009,0.8816,2.542,-0.542,-2.5802,,True
1759741573.102,2025-10-06 10:06:13.101,0.0669,-0.0093,0.877,2.5573,-0.5878,-2.5802,,True
1759741573.233,2025-10-06 10:06:13.232,0.0708,-0.0032,0.876,2.3893,0.0076,-2.5649,,True
1759741573.364,2025-10-06 10:06:13.364,0.0664,-0.0068,0.8789,2.6794,-0.0763,-2.542,,True
1759741573.497,2025-10-06 10:06:13.496,0.0674,-0.0063,0.8745,2.2443,0.1985,-2.3664,,True
1759741573.636,2025-10-06 10:06:13.636,0.0696,-0.0085,0.8792,2.3435,-0.8473,-2.6107,,True
1759741573.768,2025-10-06 10:06:13.767,0.0706,-0.0107,0.8755,2.4427,-0.084,-2.5954,,True
1759741573.899,2025-10-06 10:06:13.898,0.0703,-0.0127,0.8726,2.6794,0.1374,-2.8015,,True
1759741574.047,2025-10-06 10:06:14.047,0.071,-0.0063,0.8757,2.5878,0.0153,-2.7099,,True
1759741574.18,2025-10-06 10:06:14.180,0.0671,-0.0051,0.884,2.5496,-0.2137,-2.9924,,True
1759741574.319,2025-10-06 10:06:14.318,0.0684,-0.0066,0.8862,2.3359,0.5496,-2.6336,,True
1759741574.45,2025-10-06 10:06:14.450,0.0642,-0.0049,0.8777,1.9847,2.9466,-2.6336,,True
1759741574.589,2025-10-06 10:06:14.589,0.0581,-0.0068,0.8879,2.4504,-0.1527,-2.8244,,True
1759741574.721,2025-10-06 10:06:14.720,0.052,-0.0012,0.8838,2.626,-3.1145,-2.8168,,True
1759741574.853,2025-10-06 10:06:14.853,0.0615,-0.0925,0.8857,3.2443,-2.1832,3.3664,,True
1759741574.992,2025-10-06 10:06:14.992,0.0583,-0.0061,0.877,2.2748,0.4504,-2.7099,,True
1759741575.124,2025-10-06 10:06:15.123,0.0498,-0.01,0.8755,2.3664,2.0305,-2.4275,,True
1759741575.256,2025-10-06 10:06:15.255,0.0479,-0.0088,0.8813,2.5038,1.3206,-2.5191,,True
1759741575.395,2025-10-06 10:06:15.395,0.0488,-0.0117,0.8843,2.4351,-0.4656,-2.7176,,True
1759741575.527,2025-10-06 10:06:15.526,0.0469,-0.0051,0.8813,2.542,-0.2214,-2.6412,,True
1759741575.659,2025-10-06 10:06:15.658,0.0493,-0.0103,0.8811,2.4427,-0.0916,-2.6565,,True
1759741575.798,2025-10-06 10:06:15.797,0.0476,-0.0068,0.8733,2.5649,-0.7557,-1.7023,,True
1759741575.929,2025-10-06 10:06:15.929,0.0537,-0.0051,0.8872,2.374,-0.0687,-2.5344,,True
