timestamp,datetime,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected,fall_predicted,fall_confidence,accel_magnitude,gyro_magnitude
1759745171.866,2025-10-06 11:06:11.866,0.0735,0.0012,0.8748,2.3359,-0.1527,-2.6641,45.57,0,,False,False,1.0,0.878,3.546
1759745172.061,2025-10-06 11:06:12.060,0.0745,0.001,0.873,2.6183,-0.229,-2.7939,45.71,0,,False,False,1.0,0.876,3.836
1759745172.247,2025-10-06 11:06:12.246,0.0659,0.0039,0.8999,2.2824,-0.4962,-2.7099,45.75,0,,False,False,1.0,0.902,3.578
1759745172.422,2025-10-06 11:06:12.422,0.0767,0.0022,0.8826,2.3817,-0.4198,-2.626,45.75,0,,False,False,1.0,0.886,3.57
1759745172.612,2025-10-06 11:06:12.611,0.0754,0.0298,0.9092,1.7939,2.542,-22.5954,45.89,0,,False,False,0.99,0.913,22.809
1759745172.788,2025-10-06 11:06:12.788,0.084,0.0156,0.8926,0.8092,-3.2443,-2.687,45.61,0,,False,False,0.99,0.897,4.29
1759745172.979,2025-10-06 11:06:12.978,0.051,-0.0222,0.8486,1.1069,-0.9695,-9.084,45.75,0,,False,False,1.0,0.85,9.202
1759745173.151,2025-10-06 11:06:13.151,0.0562,0.2632,0.8916,9.626,5.6031,67.3969,45.85,0,,False,False,0.95,0.931,68.311
1759745173.307,2025-10-06 11:06:13.306,0.0969,-0.0105,0.8259,8.6031,14.1527,-3.0076,45.75,0,,False,False,0.99,0.832,16.833
1759745173.497,2025-10-06 11:06:13.496,0.1025,-0.0352,0.9209,5.9847,1.6107,38.9008,45.61,0,,False,False,1.0,0.927,39.391
1759745173.668,2025-10-06 11:06:13.668,0.2766,-0.0215,1.0427,15.9924,-80.6794,2.1832,45.52,0,,False,False,0.68,1.079,82.278
1759745173.824,2025-10-06 11:06:13.824,-0.0486,-0.1792,0.4985,-10.1756,69.3817,-0.7176,45.42,0,,False,False,0.86,0.532,70.128
1759745173.986,2025-10-06 11:06:13.986,-1.623,0.9194,1.9999,-205.5191,-48.0,-13.6489,46.04,0,,False,False,0.75,2.735,211.491
1759745174.16,2025-10-06 11:06:14.159,0.0801,-0.0015,0.8381,1.0611,-2.7863,-2.7176,45.85,0,,False,False,0.81,0.842,4.034
1759745174.33,2025-10-06 11:06:14.329,0.0728,-0.0103,0.8713,2.1374,-0.9924,-2.7634,45.85,0,,False,False,0.99,0.874,3.632
1759745174.51,2025-10-06 11:06:14.509,0.0652,0.0015,0.8772,2.2824,0.1298,-2.6489,45.61,0,,False,False,1.0,0.88,3.499
1759745174.698,2025-10-06 11:06:14.697,0.0537,0.0186,0.908,-0.3282,-4.6107,-2.4733,45.89,0,,False,False,1.0,0.91,5.242
1759745174.868,2025-10-06 11:06:14.867,0.1084,0.0283,0.8843,-1.313,-0.4351,-44.7786,45.75,0,,False,False,1.0,0.891,44.8
1759745175.023,2025-10-06 11:06:15.022,-0.1677,-0.3689,0.8398,7.2366,14.1908,-191.9847,45.57,0,,False,False,0.97,0.932,192.644
1759745175.181,2025-10-06 11:06:15.181,0.0459,0.0044,0.8867,3.0076,-1.2519,12.2214,45.85,0,,False,False,0.98,0.888,12.648
1759745175.344,2025-10-06 11:06:15.343,0.062,0.0024,0.8804,2.9695,1.1221,-2.6489,45.75,0,,False,False,0.99,0.883,4.134
1759745175.515,2025-10-06 11:06:15.515,0.2241,-0.271,0.8726,-0.2443,0.5267,-40.9847,45.75,0,,False,False,1.0,0.941,40.989
1759745175.703,2025-10-06 11:06:15.702,0.0728,0.0769,0.8621,0.2061,-9.4504,39.1298,45.89,0,,False,False,1.0,0.869,40.255
1759745175.884,2025-10-06 11:06:15.883,-0.135,-0.0051,0.949,-3.2672,26.5115,-54.1527,45.61,0,,False,False,0.98,0.959,60.383
1759745176.072,2025-10-06 11:06:16.071,0.1609,0.1719,0.9805,-15.5344,-32.5954,-30.9389,45.61,0,,False,False,0.79,1.008,47.55
1759745176.262,2025-10-06 11:06:16.262,0.0862,-0.0503,0.7812,7.3511,-9.3664,-18.4656,45.71,0,,False,False,0.95,0.788,21.971
1759745176.425,2025-10-06 11:06:16.424,0.0894,0.3765,0.0664,-250.1374,57.9771,250.1298,45.75,0,,False,False,0.95,0.393,358.462
1759745176.597,2025-10-06 11:06:16.596,0.0938,-0.0071,0.8826,1.5573,1.4656,-2.7023,45.89,0,,False,False,0.96,0.888,3.446
1759745176.776,2025-10-06 11:06:16.775,0.1001,-0.0105,0.8713,2.2137,-0.2901,-2.7786,45.61,0,,False,False,1.0,0.877,3.564
1759745176.948,2025-10-06 11:06:16.947,0.1572,-0.0447,0.877,-4.9389,2.0916,-72.771,45.42,0,,False,False,0.99,0.892,72.968
