timestamp,datetime,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected
1759741133.262,2025-10-06 09:58:53.261,0.0732,-0.0027,0.8801,2.3435,0.0687,-2.6565,,,,False
1759741133.392,2025-10-06 09:58:53.391,0.072,-0.0044,0.8816,2.3817,-0.0763,-2.5878,,,,False
1759741133.524,2025-10-06 09:58:53.524,0.0688,-0.0054,0.8813,2.2366,-0.0534,-2.7176,,,,False
1759741133.669,2025-10-06 09:58:53.668,0.0732,-0.0059,0.8787,2.4656,0.3664,-2.8473,,,,False
1759741133.801,2025-10-06 09:58:53.801,0.0686,-0.0044,0.8767,2.4885,-0.1298,-2.5496,,,,False
1759741133.949,2025-10-06 09:58:53.948,0.0718,-0.0049,0.8823,2.2824,-0.0992,-2.5649,,,,False
1759741134.081,2025-10-06 09:58:54.080,0.0723,-0.0063,0.8843,2.3664,0.4351,-2.7099,,,,False
1759741134.226,2025-10-06 09:58:54.225,0.0703,-0.0029,0.8762,2.3511,0.1145,-2.6107,,,,False
1759741134.358,2025-10-06 09:58:54.357,0.072,-0.0027,0.8809,2.3282,-0.0076,-3.0763,,,,False
1759741134.502,2025-10-06 09:58:54.502,0.0715,-0.0081,0.8818,2.6412,0.2061,-2.542,,,,False
1759741134.635,2025-10-06 09:58:54.634,0.0686,-0.002,0.8813,2.3435,-0.0992,-2.8321,,,,False
1759741134.78,2025-10-06 09:58:54.779,0.0713,-0.0044,0.8853,2.542,-0.6947,-2.6947,,,,False
1759741134.912,2025-10-06 09:58:54.911,0.0725,-0.0051,0.8804,2.3893,-0.2824,-2.7023,,,,False
1759741135.057,2025-10-06 09:58:55.056,0.0725,-0.0039,0.8777,2.4198,0.0382,-2.4809,,,,False
1759741135.189,2025-10-06 09:58:55.188,0.0708,-0.0059,0.877,2.5115,0.374,-2.6031,,,,False
1759741135.318,2025-10-06 09:58:55.317,0.0696,-0.0012,0.8848,2.3359,0.6718,-2.4962,,,,False
1759741135.45,2025-10-06 09:58:55.449,0.0654,-0.0005,0.8818,2.5344,0.5496,-2.3282,,,,True
1759741135.589,2025-10-06 09:58:55.589,0.0725,0.0017,0.8833,2.542,-0.374,-2.542,,,,True
1759741135.728,2025-10-06 09:58:55.728,0.0715,-0.0051,0.8792,2.3053,-0.145,-2.5496,,,,True
1759741135.86,2025-10-06 09:58:55.859,0.0742,-0.0017,0.8772,2.1985,0.0458,-2.3969,,,,True
1759741135.992,2025-10-06 09:58:55.992,0.0708,-0.0044,0.8735,2.4351,0.7557,-2.7786,,,,True
1759741136.131,2025-10-06 09:58:56.131,0.071,-0.0088,0.8857,2.3969,-0.0534,-2.7481,,,,True
1759741136.263,2025-10-06 09:58:56.262,0.0715,-0.0022,0.8677,2.313,0.0305,-2.5878,,,,True
1759741136.395,2025-10-06 09:58:56.394,0.0698,-0.0046,0.8813,2.2366,-0.3817,-2.855,,,,True
1759741136.534,2025-10-06 09:58:56.534,0.0674,-0.0024,0.8762,2.1832,-0.4275,-2.7481,,,,True
1759741136.666,2025-10-06 09:58:56.665,0.0732,-0.0059,0.8767,2.687,-0.1908,-2.7405,,,,True
1759741136.798,2025-10-06 09:58:56.797,0.0723,-0.001,0.8718,2.3359,-0.145,-2.5878,,,,True
1759741136.937,2025-10-06 09:58:56.936,0.0684,-0.0029,0.8706,2.4885,-0.084,-2.7786,,,,True
1759741137.068,2025-10-06 09:58:57.068,0.0667,-0.0056,0.8826,2.2672,-0.6107,-2.4809,,,,True
1759741137.207,2025-10-06 09:58:57.207,0.0706,-0.0037,0.8762,2.2977,-0.3817,-2.4198,,,,True
1759741137.339,2025-10-06 09:58:57.339,0.0688,-0.0022,0.8796,3.1221,-2.9313,-2.7023,,,,True
1759741137.48,2025-10-06 09:58:57.480,0.0698,0.0007,0.8784,2.3282,-0.7557,-2.8015,,,,True
1759741137.619,2025-10-06 09:58:57.619,0.0728,-0.0068,0.8823,2.313,-0.1679,-2.7176,,,,True
1759741137.75,2025-10-06 09:58:57.750,0.0645,-0.0054,0.8923,2.0382,-0.0611,-2.7939,,,,True
1759741137.889,2025-10-06 09:58:57.889,0.0667,-0.0056,0.8792,2.542,0.1603,-2.5649,,,,True
1759741138.021,2025-10-06 09:58:58.020,0.073,-0.0039,0.8752,2.6336,0.6565,-2.4046,,,,True
1759741138.153,2025-10-06 09:58:58.152,0.0635,-0.0061,0.8784,2.4809,2.0763,-2.9389,,,,True
1759741138.293,2025-10-06 09:58:58.292,0.0532,-0.0083,0.884,2.1527,3.7786,-2.6489,,,,True
1759741138.424,2025-10-06 09:58:58.424,0.0583,-0.0039,0.8833,2.626,-0.458,-2.3588,,,,True
