timestamp,datetime,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected,fall_predicted,fall_confidence,accel_magnitude,gyro_magnitude
1759749169.819,2025-10-06 12:12:49.818,0.0566,-0.0044,0.8762,2.4809,-0.2595,-2.8092,45.61,0,,False,False,1.0,0.878,3.757
1759749170.011,2025-10-06 12:12:50.011,0.0603,-0.0059,0.8752,2.2901,-0.3282,-2.687,45.71,0,,False,False,1.0,0.877,3.546
1759749170.182,2025-10-06 12:12:50.182,0.0642,-0.0059,0.8755,2.3893,-0.3511,-2.6107,45.52,0,,False,False,1.0,0.878,3.556
1759749170.354,2025-10-06 12:12:50.354,0.0618,-0.0017,0.8811,2.6489,-0.2519,-2.6718,45.71,0,,False,False,1.0,0.883,3.771
1759749170.552,2025-10-06 12:12:50.552,0.0674,-0.0051,0.873,2.6336,-0.5344,-2.7023,45.71,0,,False,False,1.0,0.876,3.811
1759749170.711,2025-10-06 12:12:50.711,0.0608,-0.0029,0.8828,2.4046,-0.145,-2.7252,45.52,0,,False,False,1.0,0.885,3.637
1759749170.903,2025-10-06 12:12:50.902,0.062,-0.0034,0.8772,2.7405,-0.2137,-2.9389,45.85,0,,False,False,1.0,0.879,4.024
1759749171.098,2025-10-06 12:12:51.098,0.0632,-0.0015,0.8743,2.4733,0.0,-2.5573,45.75,0,,False,False,1.0,0.877,3.558
1759749171.27,2025-10-06 12:12:51.269,0.064,0.0015,0.8875,2.3359,-0.0687,-2.6031,45.75,0,,False,False,1.0,0.89,3.498
1759749171.444,2025-10-06 12:12:51.444,0.061,-0.0044,0.8743,2.5649,-0.2672,-2.7099,45.75,0,,False,False,1.0,0.876,3.741
1759749171.622,2025-10-06 12:12:51.622,0.0627,-0.0017,0.8716,2.458,-0.5496,-2.4046,45.52,0,,False,False,1.0,0.874,3.482
1759749171.789,2025-10-06 12:12:51.789,0.0652,-0.0029,0.8777,2.374,-0.3893,-2.5725,45.61,0,,False,False,1.0,0.88,3.522
1759749171.946,2025-10-06 12:12:51.946,0.0601,-0.0029,0.8782,2.4275,-0.4275,-2.4427,45.71,0,,False,False,1.0,0.88,3.47
1759749172.137,2025-10-06 12:12:52.137,0.062,-0.0049,0.8799,2.771,-0.313,-2.5725,45.75,0,,False,False,1.0,0.882,3.794
1759749172.295,2025-10-06 12:12:52.294,0.0635,-0.0071,0.8848,2.8626,-0.313,-2.6336,45.75,0,,False,False,1.0,0.887,3.902
1759749172.457,2025-10-06 12:12:52.457,0.062,-0.0012,0.8743,2.5496,-0.2901,-2.5878,45.75,0,,False,False,1.0,0.876,3.644
1759749172.63,2025-10-06 12:12:52.630,0.0608,-0.0034,0.8772,2.4046,-0.1221,-2.7481,45.71,0,,False,False,1.0,0.879,3.654
1759749172.79,2025-10-06 12:12:52.790,0.0583,-0.0049,0.8774,2.2137,-0.1298,-2.6031,45.52,0,,False,False,1.0,0.879,3.42
1759749172.989,2025-10-06 12:12:52.988,0.064,-0.0051,0.8767,2.542,-0.2748,-2.6107,45.38,0,,False,False,1.0,0.879,3.654
1759749173.149,2025-10-06 12:12:53.148,0.0623,-0.0029,0.8755,2.3588,-0.3359,-2.5344,45.71,0,,False,False,1.0,0.878,3.478
1759749173.302,2025-10-06 12:12:53.302,0.063,-0.001,0.8816,2.3588,-0.1527,-2.5802,45.85,0,,False,False,1.0,0.884,3.499
1759749173.461,2025-10-06 12:12:53.461,0.0608,-0.0037,0.8821,2.5573,-0.2519,-2.8626,45.89,0,,False,False,1.0,0.884,3.847
1759749173.619,2025-10-06 12:12:53.618,0.0596,-0.0024,0.8811,2.3969,-0.0076,-2.542,45.61,0,,False,False,1.0,0.883,3.494
1759749173.814,2025-10-06 12:12:53.813,0.0652,-0.0029,0.876,2.3969,-0.2061,-2.7176,45.75,0,,False,False,1.0,0.878,3.629
1759749173.999,2025-10-06 12:12:53.999,0.061,-0.0037,0.8789,2.4504,-0.4198,-2.6947,45.89,0,,False,False,1.0,0.881,3.666
1759749174.16,2025-10-06 12:12:54.159,0.0649,-0.0044,0.8794,2.4885,-0.2595,-2.7939,45.71,0,,False,False,1.0,0.882,3.75
1759749174.314,2025-10-06 12:12:54.313,0.0632,-0.0046,0.8838,2.7023,-0.2519,-2.5649,45.61,0,,False,False,1.0,0.886,3.734
1759749174.468,2025-10-06 12:12:54.467,0.062,-0.0034,0.8701,2.4275,-0.1069,-2.8626,45.71,0,,False,False,1.0,0.872,3.755
1759749174.62,2025-10-06 12:12:54.619,0.0662,-0.0015,0.8733,2.5573,-0.0611,-2.5267,45.61,0,,False,False,1.0,0.876,3.596
1759749174.778,2025-10-06 12:12:54.777,0.0615,0.0024,0.8809,2.4504,-0.3359,-2.855,45.75,0,,False,False,1.0,0.883,3.777
1759749174.935,2025-10-06 12:12:54.934,0.0632,-0.0056,0.8755,2.4962,-0.5038,-2.3206,45.85,0,,False,False,1.0,0.878,3.445
1759749175.099,2025-10-06 12:12:55.099,0.0654,-0.0032,0.8782,2.6794,-0.313,-2.5878,45.75,0,,False,False,1.0,0.881,3.738
1759749175.254,2025-10-06 12:12:55.253,0.0718,0.0037,0.8757,0.6107,5.0611,-2.458,45.42,0,,False,False,1.0,0.879,5.659
1759749175.412,2025-10-06 12:12:55.412,0.0391,-0.0073,0.8794,2.1756,1.374,-2.771,45.61,0,,False,False,1.0,0.88,3.781
1759749175.547,2025-10-06 12:12:55.547,0.0491,-0.0029,0.8801,2.8931,-9.626,-2.7786,45.75,0,,False,False,1.0,0.881,10.428
1759749175.699,2025-10-06 12:12:55.699,0.0461,-0.0061,0.875,2.4351,-1.9084,-2.9389,45.61,0,,False,False,1.0,0.876,4.267
1759749175.857,2025-10-06 12:12:55.856,0.0339,-0.0029,0.8831,2.3664,3.3969,-2.5954,45.75,0,,False,False,1.0,0.884,4.886
1759749176.028,2025-10-06 12:12:56.028,0.0283,-0.0039,0.8755,2.8931,-4.0076,-2.7252,45.61,0,,False,False,1.0,0.876,5.644
1759749176.216,2025-10-06 12:12:56.216,0.1226,-0.0652,0.8684,2.9313,-19.8397,20.4427,45.75,0,,False,False,1.0,0.879,28.638
1759749176.374,2025-10-06 12:12:56.374,0.0686,-0.0457,0.8669,2.145,-1.3359,-5.1069,45.75,0,,False,False,0.99,0.871,5.698
1759749176.509,2025-10-06 12:12:56.509,0.0178,-0.0056,0.8684,2.3282,-0.5115,-3.4656,45.61,0,,False,False,1.0,0.869,4.206
1759749176.661,2025-10-06 12:12:56.661,0.1042,-0.0134,0.8538,2.5344,-0.0458,-0.7863,45.61,187.0,,True,False,1.0,0.86,2.654
1759749176.85,2025-10-06 12:12:56.849,0.0591,-0.0022,0.874,2.5573,-0.0534,-2.855,45.75,187.0,,True,False,1.0,0.876,3.833
1759749177.026,2025-10-06 12:12:57.025,0.0591,-0.0039,0.8752,2.8397,0.0153,-2.5954,45.71,187.0,,True,False,1.0,0.877,3.847
1759749177.194,2025-10-06 12:12:57.194,0.0608,-0.0005,0.8838,2.3664,-0.3817,-2.855,45.89,187.0,,True,False,1.0,0.886,3.728
1759749177.385,2025-10-06 12:12:57.384,0.0608,-0.0088,0.8787,2.2901,-0.8931,-2.8244,45.85,176.5,,True,False,1.0,0.881,3.744
1759749177.541,2025-10-06 12:12:57.540,0.0593,-0.0046,0.8813,2.2214,-0.4962,-2.6947,45.52,171.25,,True,False,1.0,0.883,3.527
1759749177.697,2025-10-06 12:12:57.697,0.0627,-0.0051,0.8799,2.6641,0.3206,-2.5573,45.85,187.0,,True,False,1.0,0.882,3.707
1759749177.887,2025-10-06 12:12:57.886,0.061,-0.0115,0.8801,2.6107,-0.1832,-3.0076,45.85,187.0,,True,False,1.0,0.882,3.987
1759749178.057,2025-10-06 12:12:58.057,0.103,-0.0181,0.8796,1.4351,-0.687,-17.5725,45.52,140.5,,True,False,1.0,0.886,17.644
1759749178.216,2025-10-06 12:12:58.216,0.1038,-0.03,0.8608,5.9695,-6.7328,33.8015,45.71,137.5,,True,False,1.0,0.868,34.979
1759749178.376,2025-10-06 12:12:58.375,0.0374,-0.0024,0.8738,2.1908,18.2137,-2.3817,45.85,137.5,,True,False,0.98,0.875,18.499
1759749178.533,2025-10-06 12:12:58.532,0.0298,-0.0361,0.8611,3.4275,1.8702,4.0992,45.61,137.5,,True,False,1.0,0.862,5.661
1759749178.686,2025-10-06 12:12:58.686,0.0259,-0.0901,0.8894,3.0611,-6.4351,-6.2748,45.61,137.5,,True,False,1.0,0.894,9.495
1759749178.849,2025-10-06 12:12:58.849,0.0813,-0.0125,0.8665,2.2061,0.0763,-3.0916,45.61,137.5,,True,False,1.0,0.87,3.799
1759749179.024,2025-10-06 12:12:59.024,0.022,-0.0105,0.8867,1.8015,5.6565,-2.4885,45.61,137.5,,True,False,1.0,0.887,6.437
1759749179.21,2025-10-06 12:12:59.210,0.0469,0.0137,0.8687,2.5191,2.1221,-8.3053,45.89,137.5,,True,False,1.0,0.87,8.935
1759749179.348,2025-10-06 12:12:59.347,0.0674,-0.0298,0.8586,2.3664,1.626,-5.9847,45.52,56.25,,True,False,1.0,0.862,6.638
1759749179.504,2025-10-06 12:12:59.503,-0.0151,-0.0115,0.8821,2.374,-6.8244,-4.2443,45.94,25.0,,True,False,1.0,0.882,8.38
1759749179.663,2025-10-06 12:12:59.662,0.0791,0.03,0.886,2.8779,-2.1527,-1.8626,45.71,50.0,,True,False,1.0,0.89,4.048
1759749179.825,2025-10-06 12:12:59.825,0.0576,-0.002,0.8755,2.6031,1.0305,-2.7786,45.61,62.5,,True,False,1.0,0.877,3.944
1759749179.997,2025-10-06 12:12:59.997,0.0691,-0.0129,0.8755,2.5344,-0.1985,-4.6107,45.85,93.75,,True,False,1.0,0.878,5.265
1759749180.162,2025-10-06 12:13:00.162,0.0764,-0.0142,0.9326,2.2061,-0.4962,-11.4504,45.75,112.5,,True,False,1.0,0.936,11.672
1759749180.314,2025-10-06 12:13:00.313,-0.0378,0.0068,0.8875,2.2443,3.4885,-5.6565,45.75,162.0,,True,False,1.0,0.888,7.014
1759749180.622,2025-10-06 12:13:00.621,0.0559,-0.0056,0.8809,2.3664,0.0763,-2.8626,45.85,214.0,,True,False,1.0,0.883,3.715
1759749180.778,2025-10-06 12:13:00.778,0.0564,-0.0063,0.8809,2.0611,-0.8244,-2.5725,45.61,200.5,,True,False,1.0,0.883,3.398
1759749180.933,2025-10-06 12:13:00.933,0.0469,0.0164,0.8875,2.4504,2.0305,-0.5191,45.38,181.75,,True,False,1.0,0.889,3.224
1759749181.131,2025-10-06 12:13:01.130,0.0544,-0.0029,0.8857,2.4427,-0.1985,-2.6947,45.89,166.0,,True,False,1.0,0.887,3.642
1759749181.294,2025-10-06 12:13:01.294,0.0667,-0.0388,0.8818,2.313,0.3282,-6.5954,45.71,166.0,,True,False,1.0,0.885,6.997
1759749181.449,2025-10-06 12:13:01.448,0.0723,-0.0242,0.8711,2.3817,-0.6489,-2.8855,45.61,166.0,,True,False,0.99,0.874,3.797
1759749181.611,2025-10-06 12:13:01.610,0.0635,-0.0071,0.865,1.9008,-2.8321,-2.626,45.71,94.75,,True,False,1.0,0.867,4.305
1759749181.747,2025-10-06 12:13:01.747,0.1226,-0.0029,0.8206,4.0,-3.1221,2.6107,45.57,70.75,,True,False,0.99,0.83,5.706
1759749181.912,2025-10-06 12:13:01.911,0.1111,-0.0383,0.905,2.7176,-1.0916,2.3282,45.85,78.0,,True,False,0.99,0.913,3.741
1759749182.102,2025-10-06 12:13:02.101,0.093,-0.0308,0.8713,0.6565,-0.2595,-32.4351,45.61,78.0,,True,False,1.0,0.877,32.443
1759749182.259,2025-10-06 12:13:02.258,-0.0737,0.0032,0.8879,4.8015,0.0229,32.3359,45.75,95.75,,True,False,1.0,0.891,32.69
1759749182.413,2025-10-06 12:13:02.413,0.0818,0.0356,0.8677,1.2366,0.5802,-20.8931,45.75,60.75,,True,False,0.94,0.872,20.938
1759749182.585,2025-10-06 12:13:02.585,-0.0168,-0.012,0.8809,3.084,-1.3359,4.1985,45.71,68.0,,True,False,1.0,0.881,5.378
1759749182.767,2025-10-06 12:13:02.767,0.1343,-0.0085,0.8772,1.3588,0.0763,-21.1527,45.61,84.25,,True,False,1.0,0.887,21.196
1759749182.942,2025-10-06 12:13:02.942,0.0403,0.0027,0.8687,3.8244,0.2214,17.2977,45.71,109.5,,True,False,1.0,0.87,17.717
1759749183.104,2025-10-06 12:13:03.103,0.0615,-0.0063,0.8816,2.1603,-0.4656,-2.5878,45.85,134.0,,True,False,0.99,0.884,3.403
1759749183.262,2025-10-06 12:13:03.261,0.0398,0.0017,0.887,2.229,-0.1145,-1.7328,45.89,107.5,,True,False,1.0,0.888,2.826
1759749183.423,2025-10-06 12:13:03.423,0.0596,-0.0083,0.8806,2.8473,0.229,-2.7328,45.75,103.5,,True,False,1.0,0.883,3.953
1759749183.58,2025-10-06 12:13:03.580,0.0576,-0.0044,0.8882,2.4504,-0.3664,-2.5649,45.75,107.0,,True,False,1.0,0.89,3.566
1759749183.767,2025-10-06 12:13:03.766,0.0891,-0.001,0.8799,1.9618,-0.4809,-10.1908,45.75,105.25,,True,False,1.0,0.884,10.389
1759749183.926,2025-10-06 12:13:03.925,0.0593,-0.0024,0.8828,2.1298,-0.3511,-2.6489,45.75,105.25,,True,False,0.98,0.885,3.417
1759749184.103,2025-10-06 12:13:04.102,0.0586,-0.0007,0.876,2.5191,0.2519,-2.5115,45.85,98.25,,True,False,1.0,0.878,3.566
1759749184.263,2025-10-06 12:13:04.262,0.0593,-0.0083,0.886,2.7557,0.1908,-2.7099,45.75,103.5,,True,False,1.0,0.888,3.87
1759749184.424,2025-10-06 12:13:04.424,0.061,-0.0044,0.8821,2.313,0.0153,-2.626,45.85,109.0,,True,False,1.0,0.884,3.499
1759749184.581,2025-10-06 12:13:04.581,0.0515,-0.0056,0.877,2.2214,-1.1908,-2.5878,45.61,145.75,,True,False,1.0,0.879,3.612
1759749184.746,2025-10-06 12:13:04.746,0.0625,-0.0027,0.873,2.2824,0.2672,-2.687,45.75,166.0,,True,False,1.0,0.875,3.536
1759749184.93,2025-10-06 12:13:04.930,0.0615,-0.3335,0.9639,0.5802,-2.6107,-7.7786,45.61,181.75,,True,False,0.84,1.022,8.226
1759749185.104,2025-10-06 12:13:05.103,0.0588,-0.0054,0.8806,2.6412,0.4122,-2.542,45.61,187.0,,True,False,0.95,0.883,3.689
1759749185.259,2025-10-06 12:13:05.259,0.0579,-0.0015,0.8774,2.084,-0.4962,-2.7176,45.57,176.5,,True,False,1.0,0.879,3.46
1759749185.414,2025-10-06 12:13:05.414,0.0596,-0.0071,0.8784,1.9313,-0.8626,-2.8168,45.89,171.25,,True,False,1.0,0.88,3.523
1759749185.603,2025-10-06 12:13:05.603,0.0554,-0.0002,0.8787,2.2901,0.0992,-2.5115,45.85,187.0,,True,False,1.0,0.88,3.4
1759749185.777,2025-10-06 12:13:05.776,0.0593,-0.0039,0.8728,2.7252,0.0992,-2.4962,45.57,187.0,,True,False,1.0,0.875,3.697
1759749185.968,2025-10-06 12:13:05.967,0.0601,-0.0051,0.877,2.5496,0.2748,-2.7405,45.75,214.0,,True,False,1.0,0.879,3.753
1759749186.122,2025-10-06 12:13:06.122,0.0588,-0.0103,0.8801,2.5344,-0.2748,-2.4962,45.75,158.0,,True,False,1.0,0.882,3.568
1759749186.286,2025-10-06 12:13:06.285,0.0598,-0.0071,0.8762,2.2366,-0.7252,-2.5725,45.71,158.0,,True,False,1.0,0.878,3.485
1759749186.428,2025-10-06 12:13:06.427,0.0613,-0.001,0.8738,2.6412,0.3969,-2.7557,45.85,136.0,,True,False,1.0,0.876,3.838
1759749186.612,2025-10-06 12:13:06.612,0.0635,-0.0049,0.8733,2.7099,0.0611,-2.4885,45.71,143.0,,True,False,1.0,0.876,3.68
1759749186.789,2025-10-06 12:13:06.789,0.0605,-0.0037,0.8748,2.5038,-0.1145,-2.8092,45.89,139.5,,True,False,1.0,0.877,3.765
