timestamp,datetime,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected,fall_predicted,fall_confidence,accel_magnitude,gyro_magnitude
1759744729.121,2025-10-06 10:58:49.121,0.063,0.0037,0.8853,2.5802,-0.2748,-2.8015,45.38,0,,False,False,1.0,0.888,3.819
1759744729.321,2025-10-06 10:58:49.321,0.0635,0.002,0.8818,2.5802,-0.1527,-2.6794,45.52,0,,False,False,1.0,0.884,3.723
1759744729.515,2025-10-06 10:58:49.515,0.0652,0.0,0.8733,2.6031,-0.1145,-2.6412,45.61,0,,False,False,1.0,0.876,3.71
1759744729.652,2025-10-06 10:58:49.652,0.0627,0.0076,0.8784,2.2595,-0.6031,-2.458,45.24,0,,False,False,1.0,0.881,3.393
1759744729.805,2025-10-06 10:58:49.804,0.0618,-0.0002,0.8826,2.2824,-0.0763,-2.5038,45.38,0,,False,False,1.0,0.885,3.389
1759744729.958,2025-10-06 10:58:49.958,0.0652,0.0059,0.8879,2.6565,0.0,-2.542,45.42,0,,False,False,1.0,0.89,3.677
1759744730.125,2025-10-06 10:58:50.125,0.0625,0.0024,0.8748,2.4809,-0.1985,-2.6794,45.61,0,,False,False,1.0,0.877,3.657
1759744730.28,2025-10-06 10:58:50.279,0.0605,0.0051,0.8821,2.1908,-1.0076,-2.8855,45.38,0,,False,False,1.0,0.884,3.76
1759744730.44,2025-10-06 10:58:50.439,0.0627,0.0002,0.8867,2.3664,-0.3206,-2.6336,45.52,0,,False,False,1.0,0.889,3.555
1759744730.574,2025-10-06 10:58:50.574,0.0625,0.0002,0.8877,2.2977,-0.5191,-2.6183,45.85,0,,False,False,1.0,0.89,3.522
1759744730.73,2025-10-06 10:58:50.729,0.0662,0.0007,0.8821,2.4275,0.0229,-2.6489,45.52,0,,False,False,1.0,0.885,3.593
1759744730.882,2025-10-06 10:58:50.881,0.0713,0.0015,0.8691,3.0916,1.313,-2.5954,45.94,0,,False,False,1.0,0.872,4.245
1759744731.041,2025-10-06 10:58:51.040,0.0576,0.002,0.8735,1.2443,-1.6489,-6.4733,45.52,0,,False,False,1.0,0.875,6.795
1759744731.175,2025-10-06 10:58:51.174,0.127,-0.0967,0.8857,-1.1985,-7.1298,-0.2061,45.33,0,,False,False,1.0,0.9,7.233
1759744731.327,2025-10-06 10:58:51.327,0.0613,0.001,0.8823,3.9389,2.9389,-2.8168,45.33,0,,False,False,1.0,0.884,5.664
1759744731.481,2025-10-06 10:58:51.480,0.0596,-0.0032,0.8887,3.3893,1.6107,-2.9237,45.75,0,,False,False,1.0,0.891,4.757
1759744731.634,2025-10-06 10:58:51.634,0.1003,0.0522,0.8896,-2.8397,-11.2748,3.771,45.61,0,,False,False,1.0,0.897,12.223
