timestamp,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected
1757665693.2615297,0.012939453125,0.01953125,0.884765625,2.5572519083969465,-0.07633587786259542,-2.717557251908397,42.788823529411765,0,-1,False
1757665693.5028124,0.015380859375,0.016845703125,0.87939453125,2.5114503816793894,-0.2595419847328244,-2.854961832061069,43.16529411764706,0,-1,False
1757665693.7348897,0.01025390625,0.017333984375,0.8896484375,2.4885496183206106,-0.45038167938931295,-2.7786259541984735,42.788823529411765,0,-1,False
1757665693.973523,0.009033203125,0.01708984375,0.8759765625,2.2290076335877864,-0.17557251908396945,-2.717557251908397,42.97705882352941,0,-1,False
1757665694.2020423,0.01025390625,0.016357421875,0.885986328125,2.4580152671755724,-0.16793893129770993,-2.7022900763358777,43.02411764705882,0,-1,False
1757665694.4261515,0.011962890625,0.017333984375,0.88720703125,2.145038167938931,-0.25190839694656486,-2.931297709923664,43.118235294117646,0,-1,False
1757665694.6682715,0.015625,0.016845703125,0.87548828125,4.145038167938932,-2.7404580152671754,-3.145038167938931,42.93,0,-1,False
1757665694.908974,0.00390625,0.01416015625,0.88525390625,1.0076335877862594,1.618320610687023,-2.49618320610687,43.16529411764706,0,-1,False
1757665695.1497371,0.010009765625,0.017333984375,0.8896484375,1.381679389312977,1.1450381679389312,-2.5114503816793894,43.118235294117646,0,-1,False
1757665695.3862233,0.00537109375,0.00927734375,0.88818359375,1.7633587786259541,0.366412213740458,-2.50381679389313,43.02411764705882,0,-1,False
1757665695.6186693,0.003662109375,0.01123046875,0.87841796875,2.4122137404580153,-0.32061068702290074,-2.5343511450381677,43.118235294117646,0,-1,False
1757665695.8547676,-0.00048828125,0.007080078125,0.88134765625,2.1374045801526718,0.2748091603053435,-2.7404580152671754,43.118235294117646,0,-1,False
1757665696.0793154,0.003173828125,0.01123046875,0.885009765625,2.236641221374046,-0.12213740458015267,-2.6412213740458017,42.97705882352941,0,-1,False
1757665696.31186,-0.005126953125,0.010986328125,0.885986328125,2.480916030534351,-0.31297709923664124,-2.572519083969466,43.118235294117646,0,-1,False
1757665696.5615323,0.00390625,0.00732421875,0.890380859375,2.618320610687023,-1.0,-0.24427480916030533,43.30647058823529,0,-1,False
1757665696.7926226,-0.002685546875,0.046630859375,0.880615234375,2.5572519083969465,-0.5267175572519084,-16.984732824427482,43.16529411764706,0,-1,False
1757665697.032895,0.0458984375,0.050048828125,0.891845703125,2.6564885496183206,-1.4885496183206106,10.106870229007633,42.97705882352941,250.0,-1,True
1757665697.2673378,0.12353515625,0.070556640625,0.906005859375,3.015267175572519,-1.3740458015267176,15.534351145038167,43.118235294117646,250.0,-1,True
1757665697.499995,-0.008056640625,0.021728515625,0.865478515625,3.3053435114503817,-2.7099236641221376,29.53435114503817,43.30647058823529,250.0,-1,True
1757665697.741061,0.060791015625,-0.080078125,0.87060546875,2.717557251908397,-0.8396946564885496,6.770992366412214,43.02411764705882,250.0,-1,True
1757665697.9727263,0.06103515625,-0.0546875,0.8857421875,2.0610687022900764,-0.16030534351145037,26.0381679389313,43.16529411764706,232.0,-1,True
1757665698.2046406,-0.015625,-0.03857421875,0.897216796875,3.015267175572519,-3.045801526717557,12.053435114503817,43.118235294117646,178.0,-1,True
