timestamp,datetime,ax,ay,az,gx,gy,gz,temp,bpm,spo2,finger_detected,bp_systolic,bp_diastolic,bp_estimated
1757668721.557,2025-09-12 10:18:41.557,0.0486,0.0105,0.8809,2.3588,0.4962,-2.6336,40.25,137.5,99.84405,True,,,False
1757668721.601,2025-09-12 10:18:41.601,0.0505,0.0093,0.8811,2.6336,0.2061,-2.4962,40.25,100.0,99.84405,True,,,False
1757668721.659,2025-09-12 10:18:41.658,0.0481,0.0056,0.8818,2.542,-0.7328,-2.8702,40.2,100.0,99.84405,True,,,False
1757668721.703,2025-09-12 10:18:41.702,0.0491,0.0093,0.8875,2.4351,-1.3511,-2.7023,40.25,101.75,95.894706,True,,,False
1757668721.747,2025-09-12 10:18:41.746,0.0505,0.0073,0.8811,2.3435,-0.3282,-2.7099,40.15,103.5,95.894706,True,,,False
1757668721.791,2025-09-12 10:18:41.790,0.0535,0.0044,0.8718,2.8092,-0.1221,-2.7405,40.01,116.0,95.894706,True,,,False
1757668721.835,2025-09-12 10:18:41.834,0.0527,0.0054,0.8733,2.5344,-0.2824,-2.8626,40.06,128.5,95.894706,True,,,False
1757668721.879,2025-09-12 10:18:41.878,0.0432,0.0034,0.875,2.4046,-0.5267,-2.8473,39.92,139.25,95.894706,True,,,False
1757668721.923,2025-09-12 10:18:41.922,0.0493,0.0093,0.8801,2.5191,0.5496,-2.8015,40.25,150.0,95.894706,True,,,False
1757668721.98,2025-09-12 10:18:41.979,0.0527,0.0061,0.8762,2.4351,-0.6183,-2.5725,40.25,150.0,95.894706,True,,,False
1757668722.04,2025-09-12 10:18:42.039,0.0505,0.009,0.886,2.2595,-0.4122,-2.5878,40.15,150.0,95.894706,True,,,False
1757668722.1,2025-09-12 10:18:42.099,0.051,0.0078,0.8789,2.4198,-1.2366,-2.5878,40.01,154.0,95.894706,True,,,False
1757668722.151,2025-09-12 10:18:42.151,0.0496,0.0066,0.8828,2.4656,-1.0229,-2.8855,40.2,158.0,95.894706,True,,,False
1757668722.203,2025-09-12 10:18:42.203,0.0466,0.0073,0.8806,2.4122,0.0458,-2.4809,40.25,162.0,95.894706,True,,,False
1757668722.264,2025-09-12 10:18:42.263,0.0491,0.0083,0.8848,2.3893,-0.2137,-2.7557,40.34,166.0,95.894706,True,,,False
1757668722.316,2025-09-12 10:18:42.316,0.0535,0.0034,0.884,2.5725,-0.313,-2.9084,40.01,166.0,95.894706,True,,,False
